Altium Designer Pick and Place Locations
D:\OneDrive\脑电采集系统设计\EEG\PCB\脑电采集主板_PRJ\Project Outputs for EEG\Pick Place for EEG_V3.0.csv

========================================================================================================================
File Design Information:

Date:       19/08/20
Time:       13:53
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Footprint","Center-X(mil)","Center-Y(mil)","Ref-X(mil)","Ref-Y(mil)","Pad-X(mil)","Pad-Y(mil)","Layer","Rotation","Comment"
"R4","0402_R","485.000","985.000","484.999","985.000","468.267","985.000","TopLayer","0","100KΩ"
"C38","0402_C","1881.732","2105.078","1881.732","2105.079","1865.000","2105.078","TopLayer","360","100nF"
"D2","SMA(DO-214AC)_S1","1698.701","1915.000","1698.701","1915.000","1616.024","1915.000","TopLayer","180","SS210"
"R13","0402_R","485.000","908.486","485.000","908.486","501.733","908.486","TopLayer","180","2.2KΩ (2201) ±1%"
"R12","0402_R","397.323","843.486","397.323","843.486","380.590","843.486","TopLayer","360","2.2KΩ (2201) ±1%"
"R11","0402_R","397.323","778.486","397.323","778.486","380.590","778.486","TopLayer","360","2.2KΩ (2201) ±1%"
"R10","0402_R","397.323","713.486","397.323","713.486","380.590","713.486","TopLayer","360","2.2KΩ (2201) ±1%"
"R9","0402_R","397.323","648.486","397.323","648.486","380.590","648.486","TopLayer","0","2.2KΩ (2201) ±1%"
"R8","0402_R","397.323","583.486","397.323","583.486","380.590","583.486","TopLayer","0","2.2KΩ (2201) ±1%"
"R7","0402_R","397.323","518.486","397.323","518.486","380.590","518.486","TopLayer","0","2.2KΩ (2201) ±1%"
"R6","0402_R","397.323","453.486","397.323","453.486","380.590","453.486","TopLayer","0","2.2KΩ (2201) ±1%"
"R5","0402_R","397.323","388.486","397.323","388.486","380.590","388.486","TopLayer","0","2.2KΩ (2201) ±1%"
"C21","0402_C","485.000","843.485","485.000","843.485","468.268","843.485","TopLayer","360","1nF (102) 10% 50V"
"C18","0402_C","485.000","778.485","485.000","778.485","468.268","778.485","TopLayer","360","1nF (102) 10% 50V"
"C17","0402_C","485.000","713.486","485.000","713.485","468.268","713.486","TopLayer","360","1nF (102) 10% 50V"
"C16","0402_C","485.000","648.486","485.000","648.485","468.268","648.486","TopLayer","360","1nF (102) 10% 50V"
"C15","0402_C","485.000","583.485","485.000","583.486","468.268","583.485","TopLayer","360","1nF (102) 10% 50V"
"C14","0402_C","485.000","518.486","485.000","518.486","468.268","518.486","TopLayer","360","1nF (102) 10% 50V"
"C13","0402_C","485.000","453.486","485.000","453.486","468.268","453.486","TopLayer","360","1nF (102) 10% 50V"
"C12","0402_C","485.000","388.486","485.000","388.486","468.268","388.486","TopLayer","360","1nF (102) 10% 50V"
"Y3","SMD-5032_2P","1725.000","186.850","1725.000","186.850","1644.292","186.850","TopLayer","360","8MHz"
"Y2","SMD-3215_2P_FC_-_135","1446.496","311.732","1446.496","311.732","1397.284","311.732","TopLayer","0","32.768KHz"
"Y1","SMD-3225_4P","2173.307","1411.496","2173.307","1411.496","2130.000","1380.000","TopLayer","0","12MHZ"
"U12","LQFP-144_20x20x05P","1880.709","846.850","1880.709","846.850","1536.220","431.496","TopLayer","0","STM32F429ZGT6"
"U11","nRF52832","516.378","2130.000","480.000","2145.000","290.000","2330.000","TopLayer","180","nRF52832"
"U10","SOT-23-5","840.000","1330.000","840.000","1330.000","784.882","1367.402","TopLayer","180","TPS72325"
"U9","SOT-23-5","485.118","1340.000","485.118","1340.000","430.000","1377.402","TopLayer","180","TPS60403"
"U8","SOT-23-5","840.118","1545.000","840.118","1545.000","785.000","1582.402","TopLayer","180","TPS73225"
"U7","SOP-8_EP_150mil","2090.000","2095.000","2090.000","2095.000","2192.362","2020.000","TopLayer","90","TP4056"
"U6","SC-70-5","414.827","1542.008","371.519","1567.599","371.520","1567.598","TopLayer","360","TPS71733DCKR"
"U5","SOIC-16_150mil","2065.000","1645.552","2065.000","1645.552","1890.000","1543.190","TopLayer","360","CH340G"
"U4","TPD4","282.030","833.942","325.337","859.533","325.337","859.532","BottomLayer","180","TPD4E1B06DCKR"
"U3","TPD4","282.030","625.365","325.337","650.956","325.337","650.956","BottomLayer","180","TPD4E1B06DCKR"
"U2","TPD4","282.030","435.001","325.337","460.591","325.337","460.592","BottomLayer","180","TPD4E1B06DCKR"
"U1","ADS1299","858.780","641.575","552.560","889.212","622.560","789.212","TopLayer","0","ADS1299"
"S2","key_4.5*4.5*3.8","2449.055","311.890","2390.000","193.780","2390.000","193.780","TopLayer","90","SW-PB"
"S1","KEY_5.8*5.8","961.417","2243.740","872.835","2165.000","872.834","2165.000","TopLayer","360","SW-PB"
"R31","0402_R","2395.000","710.000","2395.000","710.000","2395.000","726.732","TopLayer","270","10K"
"R30","0402_R","1354.252","621.850","1354.252","621.850","1337.520","621.850","TopLayer","360","10K"
"R29","0402_R","2265.000","188.700","2265.000","188.700","2265.000","205.432","TopLayer","270","10Ω (10R0) ±1%"
"R28","0402_R","2265.000","311.102","2265.000","311.102","2265.000","294.370","TopLayer","90","10Ω"
"R27","0402_R","2055.826","188.700","2055.827","188.700","2055.826","171.968","TopLayer","90","10K"
"R26","0402_R","1920.000","326.850","1920.000","326.850","1903.268","326.850","TopLayer","360","1MΩ"
"R25","0402_R","2515.000","710.000","2515.000","710.000","2515.000","693.268","TopLayer","90","1KΩ"
"R24","0402_R","2515.000","850.000","2515.000","850.000","2515.000","833.268","TopLayer","90","510Ω"
"R23","0402_R","2515.000","991.732","2515.000","991.732","2515.000","975.000","TopLayer","90","510Ω"
"R22","0402_R","1354.252","520.788","1354.252","520.787","1337.520","520.788","TopLayer","360","0Ω"
"R21","0402_R","1490.000","2072.402","1490.000","2072.402","1490.000","2055.670","TopLayer","90","1KΩ"
"R20","0402_R","2306.536","2070.000","2306.535","2070.000","2323.268","2070.000","TopLayer","180","1.2KΩ"
"R19","0402_R","1490.000","1780.552","1490.000","1780.552","1490.000","1797.284","TopLayer","270","1KΩ (1001) ±1%"
"R18","0402_R","1781.456","1780.000","1781.457","1780.000","1781.456","1763.268","TopLayer","90","1KΩ (1001) ±1%"
"R17","0402_R","2044.016","1908.819","2044.016","1908.819","2044.016","1892.086","TopLayer","90","1KΩ (1001) ±1%"
"R16","0402_R","1385.126","2105.000","1385.126","2105.000","1401.858","2105.000","TopLayer","180","100KΩ"
"R15","0402_R","1385.354","2057.402","1385.354","2057.402","1402.086","2057.402","TopLayer","180","100KΩ"
"R14","0402_R","1490.000","1920.000","1490.000","1920.000","1490.000","1903.268","TopLayer","90","10KΩ"
"R3","0402_R","1093.268","975.000","1093.268","975.000","1110.000","975.000","TopLayer","180","10KΩ"
"R2","0402_R","650.000","971.732","650.000","971.732","650.000","955.000","TopLayer","90","1MΩ"
"Q3","SOT-23(SOT-23-3)","1658.386","1780.552","1658.386","1780.552","1707.598","1743.150","TopLayer","0","SS8550 Y2"
"Q2","SOT-23(SOT-23-3)","1645.000","2235.000","1645.000","2235.000","1694.212","2197.598","TopLayer","0","BSS84LT1G"
"Q1","SOT-23(SOT-23-3)","1929.016","1910.552","1929.016","1910.552","1978.228","1873.150","TopLayer","360","SS8050 Y1"
"SWD","HDR1X4","60.000","1910.000","60.000","1760.000","60.000","1760.000","TopLayer","90","SWD"
"P6","HDR2X3","1295.000","1460.000","1345.000","1360.000","1345.000","1360.000","TopLayer","90","蓝牙选择"
"HC05","HDR1X6","2055.000","2300.000","2305.000","2300.000","2305.000","2300.000","TopLayer","180","HC-05_CON"
"BAT","HDR1X2","2441.654","2020.000","2441.654","2070.000","2441.654","2070.000","TopLayer","270","battery"
"V-CON","HDR2X5","110.000","1385.000","60.000","1585.000","60.000","1585.000","TopLayer","270","电源"
"P2","MICRO-USB","2387.520","1650.000","2420.000","1650.000","2333.386","1598.818","TopLayer","90","USB"
"SENSOR","HDR2X5","110.000","645.000","160.000","445.000","160.000","445.000","TopLayer","90","信号采集端口"
"F1","0805_R","1165.000","2230.000","1165.000","2230.000","1200.040","2230.000","TopLayer","180","Fuse 1A"
"D11","0603_LED_S1","2455.000","709.999","2455.000","710.000","2455.000","679.684","TopLayer","270","红灯 0603"
"D10","0603_LED_S1","2455.000","849.999","2455.000","850.000","2455.000","819.684","TopLayer","270","绿灯 0603"
"D9","0603_LED_S1","2455.000","989.999","2455.000","990.000","2455.000","959.684","TopLayer","270","绿灯 0603"
"D8","SOD-123","1071.520","1327.283","1071.520","1327.283","1071.520","1385.354","BottomLayer","90","MMSZ4683T1G(3V)"
"D7","SMA(DO-214AC)_S1","387.322","1175.000","387.322","1175.000","470.000","1175.000","TopLayer","360","SS210"
"D6","SOD-123","1069.984","1545.000","1069.984","1545.000","1069.984","1486.930","BottomLayer","270","MMSZ4683T1G(3V)"
"D5","0603_LED_S1","1639.999","2117.402","1640.000","2117.402","1609.684","2117.402","TopLayer","180","绿灯 0603"
"D4","SOD-123","635.000","1542.008","635.000","1542.008","635.000","1483.938","BottomLayer","270","MMSZ4685T1G(3.6V)"
"D3","0603_LED_S1","1639.999","2037.402","1640.000","2037.402","1609.684","2037.402","TopLayer","180","红灯 0603"
"D1","SMA(DO-214AC)_S1","1397.323","2230.000","1397.323","2230.000","1480.000","2230.000","TopLayer","360","SS210"
"C72","0402_C","2409.252","1277.402","2409.252","1277.401","2425.984","1277.402","TopLayer","180","100nF  50V"
"C71","0402_C","1925.000","1390.748","1925.000","1390.748","1925.000","1407.480","TopLayer","270","100nF  50V"
